       0        0 0.737016  0.262984  0.632836  0.335148  0.661845
        0         0 -0.737016  0.262984  0.031452  0.281992  0.238059
0.0938384   -0.6885  0.245672  0.262984  0.870528  0.853018  0.725566
0.0938384    0.6885  0.245672  0.262984  0.999035  0.886422  0.592338
 0.245672 -0.425517  -0.54934  0.262984  0.145958  0.100621  0.427399
0.245672 0.425517 -0.54934  0.262984  0.940201  0.787116  0.806845
  0.54934 -0.425517  0.245672  0.262984  0.712072  0.799483  0.978237
 0.54934 0.425517 0.245672  0.262984  0.337477  0.804713  0.989817
-0.643178 -0.262984  0.245672  0.262984  0.507301  0.910678  0.550346
-0.643178  0.262984  0.245672  0.262984  0.581683  0.12097  0.646356
 0.643178 -0.262984 -0.245672  0.262984  0.475365  0.362787  0.446497
 0.643178  0.262984 -0.245672  0.262984  0.0197636  0.295949  0.137691
-0.491344         0  -0.54934  0.262984  0.978843  0.0298399  0.660699
-0.245672 -0.425517   0.54934  0.262984  0.715397  0.224473  0.501298
-0.245672  0.425517   0.54934  0.262984  0.190875  0.0215924  0.683823
0.491344        0  0.54934  0.262984  0.852482  0.758006  0.38255
 -0.54934 -0.425517 -0.245672  0.262984  0.217464  0.0353649  0.208822
 -0.54934  0.425517 -0.245672  0.262984  0.235712  0.533996  0.798995
-0.447415         0  0.585673  0.262984  0.719  0.917542  0.821243
-0.0938384    -0.6885  -0.245672  0.262984  0.995198  0.684468  0.991468
-0.0938384     0.6885  -0.245672  0.262984  0.225673  0.505892  0.351019
0 0 0  -1  0.847582  0.885277  0.217518
    0.637695 -5.56058e-16    -0.712965  0.043457  0.632836  0.335148  0.661845
   0.331062 -2.8868e-16   -0.370139  0.0225609  0.632836  0.335148  0.661845
 0.483594 -0.568975 -0.298877  0.0105693  0.632836  0.335148  0.661845
    0.790749 -1.42048e-16   -0.0622235  0.0111014  0.632836  0.335148  0.661845
 0.483594  0.568975 -0.298877  0.0105693  0.632836  0.335148  0.661845
 0.626398 -0.615077 -0.438946  0.0184871  0.632836  0.335148  0.661845
 0.651151 -0.504379 -0.539921  0.0151599  0.632836  0.335148  0.661845
    0.958221 -2.58199e-16    -0.204605  0.0201788  0.632836  0.335148  0.661845
    0.933165 -3.10806e-16    -0.307179  0.0175765  0.632836  0.335148  0.661845
 0.626398  0.615077 -0.438946  0.0184871  0.632836  0.335148  0.661845
 0.651151  0.504379 -0.539921  0.0151599  0.632836  0.335148  0.661845
-1.15669e-16     0.413754    -0.892476  0.016279  0.632836  0.335148  0.661845
0.181977 0.315194 -0.91809  0.0124012  0.632836  0.335148  0.661845
-2.31339e-16    -0.413754    -0.892476  0.016279  0.632836  0.335148  0.661845
 0.181977 -0.315194  -0.91809  0.0124012  0.632836  0.335148  0.661845
      0.4681    -0.810774 -5.66651e-17  0.0637992  0.632836  0.335148  0.661845
    0.254349    -0.440546 -3.07898e-17  0.0346663  0.632836  0.335148  0.661845
 0.559197 -0.176998  -0.59823  0.0139279  0.632836  0.335148  0.661845
 0.763507 -0.212062  0.122434  0.016687  0.632836  0.335148  0.661845
